gender,height,weight,age
male,199.6,61.2,49
female,163.5,58.6,44
male,194.4,69.1,18
male,189.9,68.7,41
female,180.6,75.4,40
male,184.0,72.1,23
female,164.3,73.8,21
male,189.7,77.0,56
male,195.9,87.0,31
male,180.3,95.6,50
male,192.9,88.3,49
female,154.0,65.3,24
male,194.0,93.2,23
male,182.4,87.8,47
female,157.5,63.5,36
female,166.0,67.4,47
female,169.2,72.8,21
male,195.3,79.4,58
female,175.9,67.2,50
male,198.3,88.8,27
female,178.9,67.2,37
male,181.7,61.1,29
male,190.8,72.7,39
male,185.8,84.5,20
male,184.3,95.9,36
male,192.9,112.2,31
female,166.1,66.3,25
male,186.1,90.5,33
female,167.3,78.2,41
male,194.5,92.9,19
male,189.6,75.1,49
female,177.0,69.4,45
female,171.7,72.7,18
female,169.8,82.2,31
male,188.9,84.8,32
male,185.8,80.8,26
female,160.0,78.6,18
male,193.8,73.6,19
male,191.6,88.8,27
female,165.3,71.8,48
female,171.2,77.8,22
male,185.1,86.3,43
female,175.2,64.1,35
female,177.8,89.1,19
female,168.1,84.8,55
male,195.3,94.7,51
female,151.0,66.3,59
male,180.5,83.2,40
female,165.1,81.5,37
female,165.4,63.8,49
male,188.5,85.9,34
female,158.1,67.8,52
male,184.1,70.9,24
female,172.3,74.6,54
male,203.7,101.4,25
male,200.8,78.9,39
female,165.2,78.4,22
female,169.5,67.9,49
female,160.7,70.7,34
female,171.8,71.3,57
male,188.4,92.3,55
female,158.5,70.1,45
male,188.6,107.5,30
male,184.2,77.5,43
male,188.0,73.7,57
female,155.4,77.9,32
female,162.6,59.7,36
female,163.5,76.6,45
male,191.5,59.9,32
male,187.0,74.0,43
male,190.1,96.0,23
male,198.5,81.0,56
male,203.7,88.5,59
female,159.8,72.0,46
male,192.2,89.1,45
female,167.8,65.9,45
female,162.2,62.7,44
male,185.9,67.6,39
male,189.8,92.7,31
female,165.2,80.0,30
female,161.3,65.6,50
female,161.1,70.8,39
male,195.7,78.1,22
female,163.4,71.6,23
male,179.2,105.0,47
male,189.5,92.5,26
male,192.0,78.4,60
female,159.5,72.0,39
male,186.0,90.2,43
female,153.9,83.6,40
female,167.7,76.2,31
male,200.5,91.9,22
female,159.4,57.2,32
female,164.3,65.5,58
female,162.8,71.6,54
male,192.4,77.0,47
female,170.0,69.9,51
male,186.3,94.8,53
male,191.3,92.9,22
female,167.1,78.4,34
female,158.4,56.8,58
female,174.4,55.0,54
female,162.9,76.4,28
male,209.0,85.2,40
female,166.0,75.2,29
male,184.8,83.0,49
female,162.3,68.8,32
male,189.4,69.0,21
male,186.2,107.8,21
male,193.9,78.7,51
male,184.6,83.6,18
male,189.5,85.8,38
male,188.2,87.0,46
female,167.9,58.7,25
male,198.3,89.2,31
female,158.4,72.3,25
female,163.2,62.2,31
female,161.1,61.4,18
male,200.0,74.0,34
female,168.0,75.9,50
female,164.3,73.6,22
female,158.5,68.4,26
male,187.1,91.0,26
male,190.8,82.9,32
male,181.7,91.3,38
female,179.0,67.9,51
female,165.6,64.8,45
female,166.3,74.0,36
male,179.3,95.6,55
female,158.6,75.5,25
female,167.6,79.2,50
male,188.9,77.7,24
male,192.8,81.8,54
female,162.7,57.2,57
female,164.9,65.7,43
male,178.4,95.3,60
male,187.2,75.1,58
female,173.9,62.3,34
female,172.8,63.8,58
female,157.5,67.1,56
male,191.7,82.0,57
female,169.8,76.5,57
male,185.3,96.9,48
male,183.6,70.6,45
male,186.0,88.9,33
male,182.5,98.6,22
female,164.3,69.5,54
female,172.9,59.9,35
male,183.1,84.6,57
male,198.3,75.2,54
male,201.7,78.7,35
female,168.2,72.9,42
male,189.9,94.0,51
female,169.6,72.2,28
male,197.4,78.4,47
female,183.7,81.8,37
male,184.9,75.9,26
female,160.2,61.3,47
female,166.5,60.0,56
female,162.1,79.0,35
female,167.8,64.0,31
female,171.8,69.7,56
male,182.6,79.1,38
male,194.8,83.8,56
male,197.1,86.0,32
male,185.0,77.4,46
female,165.8,51.2,45
female,163.4,76.9,51
female,171.8,71.0,52
male,189.2,69.8,21
male,205.2,86.0,25
female,163.8,90.0,60
female,149.8,73.7,60
male,192.0,73.0,22
female,163.1,76.2,20
male,194.4,67.5,43
female,167.6,66.2,58
male,201.3,92.0,42
male,202.1,83.8,30
female,175.4,75.9,56
female,161.0,53.7,56
male,187.3,79.0,47
female,162.0,74.5,30
female,171.9,69.1,31
male,184.2,99.1,54
female,167.5,51.0,31
female,158.6,66.5,31
male,191.4,85.3,25
male,192.3,79.3,35
female,169.1,69.0,43
male,192.5,65.2,57
male,199.5,83.1,41
female,170.4,64.3,46
male,183.5,84.0,40
male,192.8,75.7,45
female,161.8,54.0,22
female,156.8,68.5,47
female,161.6,73.8,37
female,161.8,61.8,51
female,156.3,64.5,54
male,193.0,97.9,29
female,156.9,84.5,43
male,190.3,102.2,27
female,161.3,66.0,18
male,193.6,85.3,49
female,162.1,79.9,29
male,181.5,87.1,21
male,191.2,52.8,60
female,159.4,68.6,19
male,192.8,90.0,47
male,185.0,74.8,48
female,159.9,67.7,41
male,191.3,62.5,32
female,168.7,80.3,31
female,158.0,76.5,34
male,190.3,74.1,32
male,175.5,76.5,42
male,192.3,91.2,43
male,185.8,78.8,27
male,185.9,90.4,20
male,195.9,74.7,35
male,188.6,76.9,30
female,161.7,68.3,35
male,188.9,78.4,22
female,168.6,71.7,55
female,159.9,65.7,46
female,162.6,53.2,27
male,194.0,78.9,44
female,171.9,57.8,59
male,204.5,106.7,30
female,164.4,67.4,23
female,163.2,74.0,33
female,169.4,72.2,46
female,160.2,70.6,22
female,170.0,85.1,21
male,187.9,95.4,32
female,172.9,71.0,36
female,167.1,67.6,22
male,189.1,76.7,26
female,161.8,56.3,40
male,185.4,85.1,24
male,183.2,80.1,43
male,195.0,90.0,42
male,188.7,94.8,23
female,168.0,75.4,44
female,171.8,70.9,35
male,189.0,97.6,33
male,191.6,86.0,39
male,188.0,86.7,37
female,153.5,74.0,39
male,184.9,81.0,60
male,195.9,80.3,28
female,168.3,87.4,60
male,191.4,93.7,24
male,194.1,81.2,41
female,169.7,75.5,39
female,176.3,42.9,41
female,162.2,73.8,31
male,182.3,70.8,30
female,158.9,74.4,32
male,194.0,86.6,27
female,168.0,65.3,57
female,168.2,69.7,23
male,194.7,86.2,34
female,175.7,67.1,24
male,195.2,79.0,53
male,187.3,81.5,26
female,174.1,82.4,20
female,179.8,73.9,46
female,158.9,73.7,56
female,161.1,78.3,18
male,197.2,74.0,34
female,162.5,70.6,60
female,166.2,79.6,21
male,194.4,78.7,24
female,184.4,68.7,20
female,162.6,67.0,41
female,168.2,66.9,41
female,162.9,66.3,32
female,149.3,80.0,21
male,196.3,81.2,40
male,198.6,92.3,45
female,154.8,79.7,37
female,173.3,72.6,42
female,168.0,65.7,52
male,206.0,84.3,30
male,192.4,80.0,24
male,197.5,82.2,24
female,158.0,64.1,43
female,160.3,66.9,18
male,184.1,87.6,44
female,162.1,76.1,40
female,166.4,66.9,30
female,170.3,81.8,22
female,166.1,73.9,33
male,192.0,79.2,56
male,194.9,89.9,58
female,154.0,63.3,29
male,182.5,81.8,35
female,157.8,79.2,21
male,188.4,76.1,24
female,176.5,64.8,18
female,164.1,64.3,38
female,168.8,72.4,38
female,169.0,58.6,51
female,155.4,76.0,31
female,165.5,57.9,58
female,168.3,74.1,36
female,160.3,65.3,47
female,161.2,69.0,51
male,187.7,66.8,52
male,190.4,80.5,48
female,168.4,72.3,56
male,190.9,67.9,32
female,163.7,75.4,60
male,188.7,77.3,46
female,163.3,71.0,35
male,191.5,101.8,39
female,172.4,61.9,44
female,164.9,79.6,22
male,189.7,81.9,22
male,193.0,84.4,31
female,169.3,61.1,53
female,164.3,79.4,60
female,176.0,69.6,37
female,174.7,68.6,39
male,192.5,93.2,44
female,162.5,67.1,41
female,173.1,61.7,57
male,192.8,92.8,49
female,160.1,77.2,55
male,191.7,77.8,27
female,165.6,65.3,23
female,155.1,79.2,53
female,165.0,71.1,46
female,170.3,74.6,28
male,198.4,98.9,55
male,192.3,81.0,19
male,181.7,76.5,28
female,168.3,78.0,23
male,191.9,67.4,43
female,170.1,62.6,46
male,189.8,101.7,23
male,192.1,95.5,44
male,193.3,81.3,38
female,171.5,67.7,38
female,156.0,73.8,39
male,184.3,73.1,30
male,194.9,77.7,59
male,194.8,90.8,49
male,177.5,94.0,22
female,157.7,62.1,36
female,165.0,53.3,57
male,195.2,90.0,26
male,181.2,75.1,33
male,196.3,91.8,46
female,164.7,64.2,54
male,189.6,75.9,22
male,198.0,86.1,18
female,157.3,80.1,54
male,188.3,75.0,55
female,163.7,72.5,53
female,155.8,54.3,23
male,185.2,77.3,56
male,187.7,86.5,40
male,185.9,88.3,37
male,191.7,84.4,30
male,181.0,81.6,35
female,168.2,62.6,35
male,200.2,77.7,45
female,166.3,81.4,25
male,183.0,79.9,57
female,164.2,56.2,47
female,173.8,86.0,38
female,168.4,55.5,47
male,196.4,82.8,37
female,174.0,62.2,22
female,174.1,68.8,35
male,196.5,73.8,52
male,186.2,103.7,37
male,188.3,73.4,47
male,175.1,76.1,33
male,192.4,74.3,50
male,203.2,92.1,25
male,187.1,88.3,20
male,202.4,93.2,37
female,169.7,75.5,55
female,159.7,61.0,26
female,165.0,71.5,36
male,183.0,80.3,59
male,187.1,67.8,57
female,169.9,58.1,21
male,185.7,97.4,50
female,171.5,74.9,19
female,160.4,59.6,37
male,196.2,80.0,60
female,161.5,69.3,34
male,183.5,94.7,59
male,188.7,95.5,45
female,164.5,63.1,27
female,157.9,68.4,32
female,160.5,52.4,47
male,190.5,78.9,48
male,198.0,76.8,38
female,167.0,72.1,33
male,187.4,89.7,50
male,183.1,80.2,27
male,175.9,91.4,26
male,186.3,71.7,51
male,186.9,86.1,35
female,167.9,69.6,33
male,186.5,69.7,22
male,193.6,64.9,30
female,154.4,65.9,26
male,188.4,95.4,37
female,159.2,74.5,30
female,161.2,65.8,47
female,169.3,84.1,26
male,191.7,72.8,34
female,166.5,77.2,32
male,195.2,84.0,32
male,186.3,90.7,40
female,157.7,78.5,54
male,194.5,81.6,18
female,168.4,65.1,20
female,169.8,55.2,54
female,170.2,53.2,39
female,168.9,55.9,59
female,165.0,62.8,32
female,163.9,56.4,37
male,189.3,77.5,40
female,164.8,66.0,28
female,167.7,69.5,25
female,172.7,68.2,31
female,163.9,63.4,52
female,161.7,67.0,47
female,169.6,80.4,49
female,167.7,71.7,27
male,195.7,103.5,48
male,192.4,96.2,33
male,185.7,77.9,18
female,161.1,68.9,29
female,154.4,65.8,52
male,193.2,84.3,29
female,163.5,68.1,21
female,172.4,75.4,34
male,193.1,85.5,23
female,157.9,76.3,18
male,179.6,85.8,23
female,170.4,63.0,34
female,163.5,76.3,44
male,187.8,98.5,31
male,192.2,87.4,27
female,172.9,75.0,49
male,185.7,64.3,36
female,165.5,66.5,21
male,197.0,95.5,56
male,199.3,78.8,27
female,159.9,61.2,57
male,195.7,82.8,33
male,188.8,87.1,53
male,185.6,76.8,52
female,154.2,74.1,25
female,167.5,80.9,53
female,165.6,63.8,23
male,187.8,89.1,42
male,194.6,104.1,39
male,179.9,85.3,29
male,194.4,90.4,47
female,163.1,74.4,49
female,167.3,59.2,40
male,175.1,85.9,22
female,178.7,74.7,26
male,191.3,74.0,41
male,185.8,81.0,52
male,198.2,95.3,59
female,154.2,74.1,38
female,160.7,72.9,33
female,164.5,62.3,34
female,166.8,74.4,24
female,166.5,74.3,31
female,163.0,78.6,59
male,197.8,79.4,27
male,193.1,85.6,22
female,161.6,61.8,60
male,203.0,97.1,40
female,163.1,68.9,19
female,159.6,77.2,53
male,189.7,92.4,24
male,189.4,76.5,43
female,172.3,72.9,44
male,194.3,79.9,40
female,169.7,63.8,34
female,164.6,67.1,39
male,180.4,94.2,49
male,186.1,74.6,38
female,165.5,64.3,27
male,195.5,100.9,19
female,165.7,66.6,54
male,188.3,86.4,29
male,191.4,72.8,58
male,201.5,83.2,30
female,173.8,60.4,47
female,176.7,65.6,29
female,155.6,68.4,21
male,184.3,98.5,58
female,163.6,64.5,52
female,170.7,76.1,30
male,200.9,87.1,51
male,190.9,87.4,47
female,163.0,67.6,59
male,200.2,88.9,29
female,166.5,65.1,28
male,196.0,96.8,24
female,164.0,61.2,46
male,191.3,73.6,57
female,171.0,64.4,22
male,191.5,82.8,51
female,162.0,54.2,53
female,163.8,72.5,42
female,169.7,66.1,50
male,191.4,85.4,20
female,163.6,71.1,56
female,168.2,73.9,51
female,152.9,84.4,55
female,166.4,55.7,49
male,172.1,76.6,27
female,152.8,57.0,57
male,200.2,68.3,43
male,190.0,82.3,20
female,166.0,75.1,20
male,190.5,103.3,55
female,165.4,81.8,34
male,189.6,93.3,50
female,156.8,69.2,48
male,192.2,91.1,39
male,204.6,73.7,35
female,155.9,58.1,46
female,158.3,71.8,24
male,195.5,57.3,60
male,183.8,88.1,39
male,205.9,82.1,31
male,182.2,87.7,18
female,157.7,57.0,19
female,172.8,62.0,48
male,196.0,100.4,19
male,181.4,91.3,52
female,168.2,65.5,18
male,179.9,82.3,42
female,158.9,79.1,55
male,196.4,88.7,59
female,166.1,62.1,55
male,186.8,83.2,57
male,200.7,92.6,36
female,160.5,60.8,57
male,182.8,86.6,21
male,181.1,83.6,34
female,161.0,69.9,60
male,180.6,86.4,23
female,167.4,71.3,46
female,172.6,76.8,53
male,193.0,100.9,23
female,162.6,84.2,46
female,169.9,68.1,45
male,195.3,90.0,57
male,188.3,91.4,32
female,166.5,54.7,51
male,197.7,84.3,38
male,186.1,87.3,20
male,188.7,78.1,50
female,166.2,74.5,29
female,166.8,65.3,26
male,185.0,88.9,25
male,186.5,99.4,50
female,158.3,69.9,23
male,200.4,95.2,46
female,159.2,87.5,31
female,175.0,65.3,22
male,199.3,94.7,56
female,173.5,63.0,38
male,179.2,91.5,49
female,153.5,76.5,42
female,173.0,73.1,49
male,188.6,96.6,53
male,185.2,90.3,42
female,174.5,72.8,53
female,167.8,68.7,44
female,164.4,61.4,20
male,197.0,69.6,50
female,167.3,64.1,37
male,186.8,82.4,40
male,197.4,111.7,30
female,167.9,63.5,34
female,163.3,56.3,47
male,186.5,86.0,21
male,177.1,92.8,47
female,153.5,82.0,46
male,185.2,84.3,57
female,164.9,71.8,42
female,162.4,65.0,41
female,165.0,56.5,18
male,180.4,96.8,60
female,165.5,71.7,37
male,193.6,83.8,41
male,196.2,80.8,19
male,200.6,77.6,37
male,186.1,92.7,51
male,186.8,89.3,53
male,185.4,63.5,29
female,181.0,75.6,46
female,171.6,54.9,36
male,196.5,82.0,34
female,162.7,64.7,43
male,191.9,84.0,52
male,184.7,99.0,47
male,182.6,77.4,33
female,172.7,59.3,43
male,195.6,90.9,31
female,169.2,71.3,36
male,182.7,95.6,19
male,198.3,56.5,26
female,163.6,66.7,42
female,167.1,79.0,27
male,186.4,81.1,60
female,154.2,68.0,20
female,158.6,74.7,37
female,163.3,71.8,40
female,158.5,56.0,30
female,170.1,61.4,22
male,201.9,87.3,31
female,162.4,78.6,42
female,164.2,76.6,40
male,194.3,83.0,28
female,167.6,79.2,45
female,171.3,63.7,58
male,189.7,88.9,43
male,181.9,72.5,39
female,164.5,70.3,25
female,160.7,55.5,19
female,173.2,61.6,27
female,161.2,73.6,41
male,187.9,79.4,57
female,162.0,71.9,58
female,161.6,64.9,60
female,166.1,65.3,47
male,187.1,70.5,49
male,179.6,65.2,46
male,196.3,67.8,31
female,163.4,79.7,35
male,191.4,97.1,48
female,160.7,76.2,60
male,179.2,69.0,46
female,157.5,70.5,36
male,193.8,77.4,35
male,190.1,73.4,55
female,166.0,87.1,32
female,165.5,78.0,37
male,197.7,85.7,26
female,171.2,56.2,24
male,188.3,84.8,46
female,159.5,86.3,19
male,194.6,91.6,18
female,165.2,78.5,20
male,193.1,83.5,56
female,165.7,62.4,44
male,195.8,94.7,54
female,161.7,74.2,42
male,199.6,75.7,31
female,170.1,81.4,57
male,190.4,82.4,40
male,196.2,84.2,25
male,175.1,75.9,26
male,181.1,91.5,42
female,167.1,64.4,21
male,192.1,96.7,37
male,198.3,91.2,29
female,168.7,71.0,38
female,177.2,63.9,24
male,181.6,76.4,59
female,158.2,56.5,31
female,170.7,72.1,48
male,185.7,94.6,25
female,175.2,71.1,18
male,185.3,93.5,55
male,183.4,80.2,44
female,163.5,73.9,35
female,180.9,76.4,26
male,201.6,67.5,37
female,158.6,70.8,46
male,197.4,83.9,24
male,183.4,98.5,32
male,194.8,82.8,46
male,192.1,63.4,39
female,160.9,70.4,41
female,165.1,61.7,38
female,180.0,66.8,42
female,160.6,79.0,45
male,185.9,70.0,50
female,162.5,67.9,21
male,195.2,93.9,30
male,199.9,84.4,59
female,168.0,60.7,38
female,164.0,81.3,56
female,162.3,77.0,33
female,162.5,68.7,49
male,185.4,86.3,23
male,187.8,97.5,51
female,173.3,79.5,39
female,171.1,70.3,25
male,196.2,72.1,22
female,160.6,71.5,24
female,159.8,74.5,20
female,164.0,69.5,57
female,169.8,69.8,40
male,179.9,89.5,26
female,171.1,77.0,31
male,186.7,87.9,60
male,181.6,90.6,25
male,188.5,81.3,60
male,204.6,101.8,58
female,160.4,66.8,56
male,183.8,85.0,53
female,162.4,63.3,30
male,193.9,87.8,18
male,192.8,93.4,32
female,165.9,76.9,55
female,170.9,62.9,44
male,183.2,91.3,32
female,157.7,78.4,26
female,158.4,70.2,40
male,188.1,91.7,27
male,184.1,80.7,25
male,179.5,83.5,45
female,164.2,80.9,26
female,163.4,63.7,30
female,158.7,75.3,37
female,159.4,76.8,60
male,184.1,80.6,30
male,199.2,89.1,58
female,163.8,83.8,50
female,160.0,89.8,37
female,171.9,69.3,39
male,186.3,65.4,35
female,161.0,75.4,46
female,164.5,74.8,25
female,169.9,63.6,31
female,159.3,76.9,28
male,183.7,88.6,27
male,192.8,83.3,43
male,197.5,99.5,36
female,161.1,68.3,50
female,158.4,70.1,45
female,169.6,79.4,45
male,200.8,81.7,56
female,159.2,76.5,41
female,171.2,74.6,20
male,192.3,101.5,48
male,195.9,63.7,50
female,169.1,69.2,32
male,186.2,85.6,50
female,179.0,63.8,18
male,195.3,93.5,41
female,165.6,62.0,42
female,169.3,65.5,47
male,191.0,72.5,33
male,192.4,84.4,32
male,184.3,67.1,22
female,159.4,79.2,31
female,170.0,73.6,36
female,160.8,61.1,48
male,193.4,70.2,26
male,198.3,88.1,49
male,174.5,82.5,57
male,195.9,78.1,46
female,166.0,66.9,24
male,175.5,96.6,54
female,158.8,74.2,45
male,189.2,91.7,21
female,164.2,64.8,38
male,175.4,69.4,19
male,178.6,88.9,39
male,188.7,70.4,27
female,160.1,78.6,39
female,167.5,68.8,24
female,163.6,67.6,40
male,187.8,74.8,43
female,159.8,80.2,47
male,184.9,97.7,55
male,185.6,87.4,34
male,190.7,78.5,59
male,181.5,94.2,42
male,201.9,77.5,39
male,183.5,82.5,21
male,185.0,77.5,22
male,195.3,75.1,27
male,182.0,100.5,28
female,156.2,76.0,32
male,198.4,78.0,51
male,187.0,89.2,58
female,168.6,71.2,26
male,190.9,94.8,60
male,191.8,93.6,31
female,159.6,63.1,21
male,190.1,76.4,50
female,155.7,74.2,53
female,172.0,82.2,49
male,194.1,81.0,55
female,167.5,81.2,18
female,174.8,67.9,48
female,159.1,70.8,48
female,167.1,68.9,44
male,200.3,83.3,42
male,187.7,77.4,26
female,150.3,71.7,52
male,190.2,81.1,53
male,178.3,77.5,52
female,155.4,65.0,60
female,169.6,72.0,57
male,197.5,90.3,34
male,188.9,77.8,52
male,178.3,80.8,21
male,196.1,76.4,58
female,168.7,63.9,55
male,185.4,83.4,53
male,183.0,82.5,26
male,176.5,87.3,57
female,172.2,75.3,58
female,168.4,74.0,29
male,185.0,92.2,51
female,163.3,67.7,22
female,157.7,81.4,50
female,167.2,61.0,46
male,180.3,98.1,59
male,191.3,68.1,27
female,164.4,72.8,22
female,170.9,62.2,38
male,192.5,104.1,24
female,158.4,73.5,20
male,179.8,81.5,41
male,182.4,94.5,26
male,190.9,88.7,41
male,186.9,78.6,32
female,170.2,82.5,46
male,189.0,90.5,30
male,186.2,93.6,46
male,184.1,79.1,32
female,161.6,61.7,29
male,197.8,93.6,48
female,164.4,62.1,51
female,157.3,71.2,42
male,194.5,70.8,27
female,155.0,68.1,51
male,196.5,78.7,25
female,165.8,77.1,52
male,187.0,88.4,46
female,159.1,76.3,36
male,189.5,67.8,44
male,186.5,89.2,34
female,167.8,65.7,18
male,199.2,100.4,22
male,200.0,101.1,42
male,192.6,99.1,58
male,186.7,81.7,51
male,184.3,67.7,31
female,167.9,85.6,31
male,184.7,88.4,36
female,164.2,60.3,25
male,198.9,84.5,60
male,180.2,65.9,23
male,199.1,77.8,25
male,194.4,89.8,50
male,188.4,81.3,34
female,168.5,66.4,25
female,169.7,75.5,21
male,183.3,69.8,23
female,161.2,55.5,24
male,191.9,98.0,50
female,162.2,67.9,39
female,158.5,73.5,36
male,195.2,83.0,30
male,184.7,100.0,21
male,207.6,85.1,33
male,194.4,74.1,22
female,159.2,60.3,25
male,191.6,89.2,36
female,167.5,58.2,22
female,167.3,64.3,44
male,188.6,98.9,60
female,162.7,55.6,31
female,159.4,67.7,45
male,197.0,65.3,54
male,192.7,94.9,30
male,190.1,76.2,40
female,169.5,56.7,60
male,184.2,83.6,47
male,181.7,71.9,27
male,201.3,81.6,20
female,168.3,66.8,45
male,191.3,73.7,22
male,183.6,89.0,35
female,156.5,77.7,50
female,171.9,77.3,36
male,195.9,87.8,44
male,184.3,104.0,32
female,166.6,67.5,38
male,191.4,91.3,26
female,159.1,77.8,52
female,154.4,62.8,26
male,194.1,84.3,55
female,173.6,73.4,23
female,163.9,62.5,40
female,171.0,77.5,59
male,196.6,88.0,43
female,164.4,78.1,26
female,162.6,78.0,23
female,165.8,71.2,51
female,166.1,70.8,32
female,164.8,72.0,45
female,163.9,72.0,43
male,184.2,83.7,31
female,159.9,69.4,57
male,193.8,71.5,58
male,193.9,81.0,31
male,190.1,67.3,45
female,166.5,63.7,59
female,161.0,61.5,56
female,164.0,65.2,42
male,175.6,85.3,53
female,165.6,66.9,29
male,189.4,85.4,34
female,171.2,63.7,24
female,154.6,51.5,24
male,196.9,85.9,34
male,186.7,77.7,29
female,171.3,68.7,38
female,163.8,65.6,57
female,162.8,63.1,57
female,169.0,55.7,28
female,160.9,78.9,26
male,182.2,65.0,27
male,184.7,98.4,59
female,161.9,71.4,27
male,190.9,77.9,33
female,162.2,65.6,20
male,187.4,69.8,38
female,162.6,76.4,56
female,161.6,71.7,32
male,208.3,77.7,26
male,196.2,76.4,43
male,181.2,108.7,55
male,186.9,91.5,41
male,188.4,82.2,24
female,167.9,76.7,29
male,191.2,85.5,19
male,187.5,84.9,35
male,189.8,85.1,24
female,168.7,80.9,25
male,189.8,110.4,22
male,192.9,78.7,27
male,188.8,87.8,51
female,160.3,71.5,32
female,164.3,59.1,60
female,153.9,57.6,46
female,170.6,53.2,46
female,166.4,70.8,30
male,176.6,101.0,54
male,193.8,81.1,51
male,191.5,85.1,28
male,189.4,79.6,55
female,163.9,74.2,19
female,164.9,65.5,31
female,157.6,79.4,57
female,164.4,71.7,33
male,194.0,73.1,47
female,164.0,61.9,60
female,169.5,70.2,42
female,160.7,72.4,32
female,165.2,56.9,45
female,160.9,69.6,59
female,153.5,66.5,21
male,180.0,84.2,56
female,161.4,56.4,26
male,190.9,79.5,38
female,162.1,76.7,43
male,187.9,76.8,57
male,198.1,67.5,46
male,184.2,78.7,51
female,164.3,65.0,36
male,199.7,72.6,53
female,164.7,60.4,53
female,158.5,69.0,29
female,169.8,66.6,24
male,188.2,84.6,44
female,170.9,74.7,46
female,157.4,64.4,21
male,183.9,90.8,33
male,196.0,75.1,21
female,161.6,68.8,45
female,166.2,69.7,30
female,166.1,88.5,34
male,196.1,78.8,58
male,182.7,88.3,55
male,194.9,70.8,50
male,201.9,94.7,42
female,163.1,68.3,51
male,198.3,86.5,54
female,156.3,67.7,24
male,177.5,81.8,58
male,198.6,97.2,53
male,197.0,76.9,31
female,166.8,54.4,57
female,157.6,77.5,26
female,162.5,63.2,57
female,163.1,78.5,54
male,198.5,85.0,57
male,190.1,85.2,53
male,185.5,77.3,51
male,184.1,89.6,31
female,178.0,87.2,24
female,160.5,68.0,32
female,165.5,69.6,34
female,172.8,59.1,42
male,188.6,84.6,58
female,158.2,77.2,28
female,167.0,71.9,53
female,169.1,63.8,55
male,188.4,62.5,55
female,161.0,63.1,38
female,174.1,79.1,56
male,199.4,101.7,47
female,158.8,59.7,42
male,191.9,96.3,58
female,170.2,71.6,28
female,165.0,70.2,38
male,193.4,75.6,49
male,186.7,93.9,28
male,193.1,83.6,42
female,159.4,70.3,54
male,178.8,91.3,51
male,183.1,79.6,52
male,184.1,76.6,23
male,179.3,89.0,35
male,168.9,60.1,51
male,189.7,97.1,33
male,203.2,75.6,36
male,185.8,62.8,38
female,151.0,74.3,25
male,193.8,79.9,49
male,191.6,87.6,39
female,168.6,57.3,26
male,192.8,87.1,41
male,191.7,92.6,22
male,191.0,77.0,42
male,189.1,76.9,57
male,193.0,103.0,31
female,167.0,87.3,47
male,178.8,57.9,34
male,195.9,82.4,60
male,183.9,77.0,57
female,169.3,76.3,46
male,195.7,90.4,39
female,160.4,64.3,37
male,192.7,77.9,58
male,186.7,82.3,40
female,166.8,63.4,30
male,183.9,93.4,23
female,160.3,66.5,47
male,186.6,85.8,20
male,191.9,95.6,26
female,174.1,72.8,27
male,193.3,68.8,46
male,188.8,94.6,28
female,163.5,70.5,41
female,153.8,66.0,21
female,161.7,76.6,55
female,157.6,68.1,24
female,160.8,66.2,23
female,172.3,76.2,43
female,155.1,80.8,18
male,175.9,78.9,40
male,179.3,90.7,59
male,193.8,103.7,53
male,195.3,92.3,57
female,167.5,66.8,47
female,169.3,80.6,51
male,186.6,93.2,60
male,200.1,93.1,55
female,170.9,70.2,43
male,186.3,90.9,45
male,184.6,91.4,26
male,192.0,81.7,34
female,158.1,73.0,37
female,172.2,50.9,52
male,181.3,86.8,41
male,194.7,90.9,39
female,173.2,79.6,56
female,163.8,66.8,56
male,202.8,85.7,36
female,163.7,74.1,21
female,169.0,61.2,57
female,155.8,75.7,40
male,195.7,82.7,38
male,189.8,83.1,42
male,197.2,84.3,40
male,201.9,85.3,55
male,184.0,91.7,21
female,162.9,68.0,23
male,184.4,99.0,23
female,169.8,75.0,19
female,159.1,61.5,40
male,193.9,87.0,55
male,196.6,81.2,35
male,197.6,97.0,48
male,183.1,86.3,53
female,165.6,78.8,18
female,161.5,68.6,60
male,194.9,97.8,42
male,191.3,94.6,56
male,186.8,76.5,36
male,193.7,82.6,45
female,150.6,67.1,40
male,193.6,75.1,49
female,162.9,63.0,52
female,170.8,68.7,60
male,185.8,72.6,32
male,196.2,80.2,47
female,171.2,72.5,31
female,160.8,65.1,27
female,168.8,86.8,44
female,169.2,68.6,30
female,161.3,72.0,54
male,178.7,90.1,52
female,166.4,78.9,51
male,190.1,81.4,37
male,189.8,78.7,29
female,173.2,75.8,33
female,178.7,72.6,18
female,163.5,58.7,18
male,182.4,88.3,20
male,197.3,82.7,25
female,164.5,64.0,48
female,171.9,79.2,43
male,176.2,82.2,49
female,172.1,71.6,28
female,162.4,85.9,56
male,192.1,81.0,25
male,189.5,100.7,59
female,168.7,65.8,36
female,161.8,81.9,19
male,192.8,66.7,41
female,167.4,68.9,31
male,199.8,100.6,23
female,165.5,74.1,26
female,167.5,61.7,50
female,161.5,74.5,60
female,170.0,75.8,20
male,179.5,98.6,48
male,175.4,91.0,25
female,160.6,65.0,59
female,166.0,53.3,56
male,182.9,69.7,26
female,166.4,59.8,24
male,184.1,85.7,33
male,183.7,78.0,39
male,180.7,78.8,22
